date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:55:54	351/351	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Jun%202018%2006:55:53%20GMT	http://tamzidhossain.info/html/jalapino-online/img/aimg3.jpg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/aimg3.51.delayed	(from http://tamzidhossain.info/html/jalapino-online/css/style1.css)
11:55:56	1362/1362	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Aug%202016%2005:33:36%20GMT	http://tamzidhossain.info/html/jalapino-online/img/fancybox_sprite.png	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/fancybox_sprite.png	(from http://tamzidhossain.info/html/jalapino-online/css/style1.css)
11:55:58	6567/6567	---M--	200	added ('OK')	image/gif	date:Wed,%2031%20Aug%202016%2005:33:36%20GMT	http://tamzidhossain.info/html/jalapino-online/img/fancybox_loading.gif	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/fancybox_loading.gif	(from http://tamzidhossain.info/html/jalapino-online/css/style1.css)
11:55:59	1910/1910	---M--	200	added ('OK')	image/png	date:Fri,%2005%20Aug%202016%2004:53:16%20GMT	http://tamzidhossain.info/html/jalapino-online/img/close.png	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/close.png	(from http://tamzidhossain.info/html/jalapino-online/css/style1.css)
11:56:01	351/351	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Jun%202018%2006:56:00%20GMT	http://tamzidhossain.info/html/jalapino-online/img/blank.gif	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/blank.57.delayed	(from http://tamzidhossain.info/html/jalapino-online/css/style1.css)
11:56:01	358/358	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Jun%202018%2006:56:01%20GMT	http://tamzidhossain.info/html/jalapino-online/fancybox_overlay.png	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/fancybox_overlay.58.delayed	(from http://tamzidhossain.info/html/jalapino-online/css/style1.css)
11:56:02	360/360	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Jun%202018%2006:56:02%20GMT	http://tamzidhossain.info/html/jalapino-online/fancybox_sprite@2x.png	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/fancybox_sprite@2x.59.delayed	(from http://tamzidhossain.info/html/jalapino-online/css/style1.css)
11:56:03	361/361	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Jun%202018%2006:56:03%20GMT	http://tamzidhossain.info/html/jalapino-online/fancybox_loading@2x.gif	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/fancybox_loading@2x.5a.delayed	(from http://tamzidhossain.info/html/jalapino-online/css/style1.css)
11:56:04	362/362	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Jun%202018%2006:56:04%20GMT	http://tamzidhossain.info/html/jalapino-online/css/fancybox_buttons.png	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/css/fancybox_buttons.5b.delayed	(from http://tamzidhossain.info/html/jalapino-online/css/style1.css)
11:56:32	162363/162363	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Aug%202017%2020:39:14%20GMT	http://tamzidhossain.info/html/jalapino-online/img/test.jpg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/test.jpg	(from http://tamzidhossain.info/html/jalapino-online/css/style1.css)
11:59:25	1321265/1321265	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jan%202018%2020:58:00%20GMT	http://tamzidhossain.info/html/jalapino-online/img/skill.jpg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/skill.jpg	(from http://tamzidhossain.info/html/jalapino-online/css/style1.css)
12:00:34	799294/799294	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2022%20Sep%202017%2021:57:16%20GMT	http://tamzidhossain.info/html/jalapino-online/img/about-image.jpg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/about-image.jpg	(from http://tamzidhossain.info/html/jalapino-online/)
12:01:11	1129729/1129729	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2026%20Jan%202018%2002:43:38%20GMT	http://tamzidhossain.info/html/jalapino-online/img/portfolios/photography/2.jpg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/portfolios/photography/2.jpg	(from http://tamzidhossain.info/html/jalapino-online/)
12:02:44	1520988/1520988	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2026%20Jan%202018%2002:42:24%20GMT	http://tamzidhossain.info/html/jalapino-online/img/portfolios/photography/1.jpg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/portfolios/photography/1.jpg	(from http://tamzidhossain.info/html/jalapino-online/)
12:03:06	1472205/1472205	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Mon,%2011%20Dec%202017%2019:45:08%20GMT	http://tamzidhossain.info/html/jalapino-online/img/blog1.jpg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/blog1.jpg	(from http://tamzidhossain.info/html/jalapino-online/)
12:04:13	1395387/1395387	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Wed,%2008%20Nov%202017%2020:41:08%20GMT	http://tamzidhossain.info/html/jalapino-online/img/blog3.jpg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/blog3.jpg	(from http://tamzidhossain.info/html/jalapino-online/)
12:05:21	2987054/2987054	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Wed,%2027%20Dec%202017%2019:26:06%20GMT	http://tamzidhossain.info/html/jalapino-online/img/img1.jpg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/img1.jpg	(from http://tamzidhossain.info/html/jalapino-online/css/style1.css)
12:05:52	3403384/3403384	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Sun,%2021%20Jan%202018%2020:57:28%20GMT	http://tamzidhossain.info/html/jalapino-online/img/counter.jpg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/counter.jpg	(from http://tamzidhossain.info/html/jalapino-online/css/style1.css)
12:05:56	3477830/3477830	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Sun,%2021%20Jan%202018%2020:56:28%20GMT	http://tamzidhossain.info/html/jalapino-online/img/contact.jpg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/contact.jpg	(from http://tamzidhossain.info/html/jalapino-online/css/style1.css)
